id,ticket,category,sub_category,entity_start,entity_end,entity_label,label
159,"Dear Sir/Madam, I am expecting to come to France next month, but still did not get any details about accomadation, provided by company at Paterson. Could you send me, please, an additional information on the type of accomdation, the area, allowance of pets and any additional requests by landlord I should know about. Also I would like to make more clear how the cost for it is deducted from my salary, if part of it is subsidised by company. Lastly, after the initial 12 months of accomadation, can I change to another one and get some website from you now to  check the options in advance. Looking forward to hear form you asap. Best regards, Thomas Miranda.",Ask information,Accommodation,123,133,date_start_absence,Ask information_Accommodation
159,"Dear Sir/Madam, I am expecting to come to France next month, but still did not get any details about accomadation, provided by company at Paterson. Could you send me, please, an additional information on the type of accomdation, the area, allowance of pets and any additional requests by landlord I should know about. Also I would like to make more clear how the cost for it is deducted from my salary, if part of it is subsidised by company. Lastly, after the initial 12 months of accomadation, can I change to another one and get some website from you now to  check the options in advance. Looking forward to hear form you asap. Best regards, Thomas Miranda.",Ask information,Accommodation,67,95,reason,Ask information_Accommodation
160,"Dear HR, my illness has been diagnosed as renal failure and thus I was adviced to stay at least a day at home with the proper diet. I would like to request sick leave on 31st of May just for one day by now. I am submitting a doctor's note in this ticket. Best regards, Sole Gioberti. ",Life event,Health issues,40,46,number_of_days,Life event_Health issues
160,"Dear HR, my illness has been diagnosed as renal failure and thus I was adviced to stay at least a day at home with the proper diet. I would like to request sick leave on 31st of May just for one day by now. I am submitting a doctor's note in this ticket. Best regards, Sole Gioberti. ",Life event,Health issues,79,116,reason_of_change,Life event_Health issues
160,"Dear HR, my illness has been diagnosed as renal failure and thus I was adviced to stay at least a day at home with the proper diet. I would like to request sick leave on 31st of May just for one day by now. I am submitting a doctor's note in this ticket. Best regards, Sole Gioberti. ",Life event,Health issues,54,64,date,Life event_Health issues
161,"Dear Sir/Madam, I wish to not have this issue at my current workplace, but I have to admit that due to ill-defined roles in my team it is highly uncertain of which part of the product I am responsible for. This will influence my reevaluation next time thus I am worried about not clear expectations from the superior. I would like to formally submit a complaint on this matter as I have tried to reach out to superior several times, but did not get enough information from him to cover this issue. Please, let me know of further acitons, which can be taken. Best regards, Jose Gaya.",Complaint,complaint,79,90,location,Complaint_complaint
161,"Dear Sir/Madam, I wish to not have this issue at my current workplace, but I have to admit that due to ill-defined roles in my team it is highly uncertain of which part of the product I am responsible for. This will influence my reevaluation next time thus I am worried about not clear expectations from the superior. I would like to formally submit a complaint on this matter as I have tried to reach out to superior several times, but did not get enough information from him to cover this issue. Please, let me know of further acitons, which can be taken. Best regards, Jose Gaya.",Complaint,complaint,112,120,duration,Complaint_complaint
162,"Dear HR team, I am deeply concerend to know that among our female employees there is noone getting as high salary as make coworkers. This gender gap I have found is estimated as at least 40%, which does not correspond to company claims and gender equality values. Before making any actions myself i would like to get more information from you justifying such gap in salary. Looking foward for more info from you on this important matter. Best regards, Susan Watson. ",Salary,Gender pay gap,71,112,reason_of_change,Salary_Gender pay gap
163,"Dear Sir/Madam, by reason of taking laboratory examination due to my previous health issues I am requesting to take sick leave for 1 day on 13th of February. If anything necessary from my side to justify the leave, let me know. Best regards, Samuel Querol.",Life event,Health issues,54,64,date,Life event_Health issues
163,"Dear Sir/Madam, by reason of taking laboratory examination due to my previous health issues I am requesting to take sick leave for 1 day on 13th of February. If anything necessary from my side to justify the leave, let me know. Best regards, Samuel Querol.",Life event,Health issues,187,203,date,Life event_Health issues
163,"Dear Sir/Madam, by reason of taking laboratory examination due to my previous health issues I am requesting to take sick leave for 1 day on 13th of February. If anything necessary from my side to justify the leave, let me know. Best regards, Samuel Querol.",Life event,Health issues,75,82,location,Life event_Health issues
164,"Dear HR team, I want to request a shift change in my schedule of internship, due to my responsibilities as student and take a university exam on the 13th of July. I will be back for work the next day, 14th july. Best regards, Mirta Jódar. ",Timetable change,Shift change,97,111,complaint,Timetable change_Shift change
164,"Dear HR team, I want to request a shift change in my schedule of internship, due to my responsibilities as student and take a university exam on the 13th of July. I will be back for work the next day, 14th july. Best regards, Mirta Jódar. ",Timetable change,Shift change,115,126,to_who,Timetable change_Shift change
165,"Dear HR team, My previous request on the sick leave due on 19th June has not been answered, and since some time passed I would like to ask for a follow-up. Please, let me know if the request was approved as soon as possible. Best regards, Corinne Gillet.",Life event,Health issues,36,75,description_life_event,Life event_Health issues
166,"Dear HR team, I have made several requests about follow up from my previous professional review by the school and I am convinced that I am eligible to ask for salary rause from $95700 to $100500. This 5% salary increase is minimum difference between my salary and average salary statistically aggregated based on my yeasrs of experience. Furthermore I am confident that several prizes and qualification certificates gained for past years of working as postsecondary teacher have proved my professional growth, which I believe is one more justification for salary increase. Please could you initiate discussion with the releveant departments in our school on my case. Looking forward to hear from you soon. Best regards, Joseph Perez. ",Salary,Salary raise,327,348,complaint,Salary_Salary raise
166,"Dear HR team, I have made several requests about follow up from my previous professional review by the school and I am convinced that I am eligible to ask for salary rause from $95700 to $100500. This 5% salary increase is minimum difference between my salary and average salary statistically aggregated based on my yeasrs of experience. Furthermore I am confident that several prizes and qualification certificates gained for past years of working as postsecondary teacher have proved my professional growth, which I believe is one more justification for salary increase. Please could you initiate discussion with the releveant departments in our school on my case. Looking forward to hear from you soon. Best regards, Joseph Perez. ",Salary,Salary raise,43,45,increase_in_percentage,Salary_Salary raise
166,"Dear HR team, I have made several requests about follow up from my previous professional review by the school and I am convinced that I am eligible to ask for salary rause from $95700 to $100500. This 5% salary increase is minimum difference between my salary and average salary statistically aggregated based on my yeasrs of experience. Furthermore I am confident that several prizes and qualification certificates gained for past years of working as postsecondary teacher have proved my professional growth, which I believe is one more justification for salary increase. Please could you initiate discussion with the releveant departments in our school on my case. Looking forward to hear from you soon. Best regards, Joseph Perez. ",Salary,Salary raise,551,555,increase_in_percentage,Salary_Salary raise
166,"Dear HR team, I have made several requests about follow up from my previous professional review by the school and I am convinced that I am eligible to ask for salary rause from $95700 to $100500. This 5% salary increase is minimum difference between my salary and average salary statistically aggregated based on my yeasrs of experience. Furthermore I am confident that several prizes and qualification certificates gained for past years of working as postsecondary teacher have proved my professional growth, which I believe is one more justification for salary increase. Please could you initiate discussion with the releveant departments in our school on my case. Looking forward to hear from you soon. Best regards, Joseph Perez. ",Salary,Salary raise,614,616,increase_in_percentage,Salary_Salary raise
167,"Dear Sir/Madam, I wish this be a legitimate reason to ask for time off, so I am asking to request time off due to an assault happened this weekend. As the event outcome I was admitted into hospital to be checked thoroughly hopefully without physical injuries but with high psychological pressure from the event. I feel unable to concentrate, and concerned about my mental health I am currently enrolled in a psychotherapy sessions. My manager gave permission for me to take several days without work, thus I want to make formal request. Let me know what can be necessary from my side. Best regards, Susan Sanders.",Life event,Personal issues,52,58,salary,Life event_Personal issues
168,"Dear HR team, I would be very grateful for list of all details you might find about Fuenlabrada accomadation, which is close to SAP and used by temporary employees moving to Italy. I would like to mentiont, that  taking the accomataion for 12 months is an important decision for me and from my past experience I never have another information about the place I am coming to. I wish there would be any forum of employees and available information about that place, or maybe you can share with me some of my future colleague names, who might know more about the place. Looking forward to hear from you soon. Best regards, Cosme Bauzà.",Ask information,Accommodation,62,68,salary,Ask information_Accommodation
168,"Dear HR team, I would be very grateful for list of all details you might find about Fuenlabrada accomadation, which is close to SAP and used by temporary employees moving to Italy. I would like to mentiont, that  taking the accomataion for 12 months is an important decision for me and from my past experience I never have another information about the place I am coming to. I wish there would be any forum of employees and available information about that place, or maybe you can share with me some of my future colleague names, who might know more about the place. Looking forward to hear from you soon. Best regards, Cosme Bauzà.",Ask information,Accommodation,134,191,complaint,Ask information_Accommodation
169,"Dear Sir/Madam, I would like to ask for reimbursement of my business trip expenses, in particular, of my flight tickets from Bologna to Instabul on 4th of June 2015. Could you initiate this request or should I do it solely myself and what documents you might need for the successful process? The business trip was organised by my manager, and I am asking on his behalf. Thank you in advance. Best regards, Antonia Beccaria.",Refund,Refund travel,123,133,to_who,Refund_Refund travel
169,"Dear Sir/Madam, I would like to ask for reimbursement of my business trip expenses, in particular, of my flight tickets from Bologna to Instabul on 4th of June 2015. Could you initiate this request or should I do it solely myself and what documents you might need for the successful process? The business trip was organised by my manager, and I am asking on his behalf. Thank you in advance. Best regards, Antonia Beccaria.",Refund,Refund travel,264,275,to_who,Refund_Refund travel
169,"Dear Sir/Madam, I would like to ask for reimbursement of my business trip expenses, in particular, of my flight tickets from Bologna to Instabul on 4th of June 2015. Could you initiate this request or should I do it solely myself and what documents you might need for the successful process? The business trip was organised by my manager, and I am asking on his behalf. Thank you in advance. Best regards, Antonia Beccaria.",Refund,Refund travel,69,78,location,Refund_Refund travel
170,"Dear HR team, due to important personal events in my family, in particular, wedding of my close relative, I would like to request the shift change im my time schedule from 17th July to 19th July. Due to absence of severe deadlines on ongoing project I woudl like to have time with my family for these 2 days until Thursday. Let me know if anything necessary from me on this matter. Thank you in advance. Best regards, Udo Tlustek.",Timetable change,Shift change,79,84,location,Timetable change_Shift change
170,"Dear HR team, due to important personal events in my family, in particular, wedding of my close relative, I would like to request the shift change im my time schedule from 17th July to 19th July. Due to absence of severe deadlines on ongoing project I woudl like to have time with my family for these 2 days until Thursday. Let me know if anything necessary from me on this matter. Thank you in advance. Best regards, Udo Tlustek.",Timetable change,Shift change,57,68,date_travel,Timetable change_Shift change
170,"Dear HR team, due to important personal events in my family, in particular, wedding of my close relative, I would like to request the shift change im my time schedule from 17th July to 19th July. Due to absence of severe deadlines on ongoing project I woudl like to have time with my family for these 2 days until Thursday. Let me know if anything necessary from me on this matter. Thank you in advance. Best regards, Udo Tlustek.",Timetable change,Shift change,34,44,location,Timetable change_Shift change
171,"Dear HR team, after a medical consultation with my terapist, I was advised to take sick leave due to my illness for 14 days starting from today, 28th of December, thus I am sending medical certificate to request the non-occupational sick leave. Please let me know if anything further necessary from me. Best regards, cody Bryant.",Life event,Health issues,105,113,duration,Life event_Health issues
171,"Dear HR team, after a medical consultation with my terapist, I was advised to take sick leave due to my illness for 14 days starting from today, 28th of December, thus I am sending medical certificate to request the non-occupational sick leave. Please let me know if anything further necessary from me. Best regards, cody Bryant.",Life event,Health issues,58,61,wage_gap,Life event_Health issues
171,"Dear HR team, after a medical consultation with my terapist, I was advised to take sick leave due to my illness for 14 days starting from today, 28th of December, thus I am sending medical certificate to request the non-occupational sick leave. Please let me know if anything further necessary from me. Best regards, cody Bryant.",Life event,Health issues,83,120,description_life_event,Life event_Health issues
172,"Goodmorning, I would like to make a complaint on the behavior of one of my colleague, I don't have solid proofs, but I think he is carriying on illegal activities.",Complaint,complaint,51,54,wage_gap,Complaint_complaint
172,"Goodmorning, I would like to make a complaint on the behavior of one of my colleague, I don't have solid proofs, but I think he is carriying on illegal activities.",Complaint,complaint,163,166,wage_gap,Complaint_complaint
173,"Goormorning, I should make a request for accomodation in Florence for 6 months, I would like to have more information on the procedure, thank you",Ask information,Accommodation,53,76,description_life_event,Ask information_Accommodation
173,"Goormorning, I should make a request for accomodation in Florence for 6 months, I would like to have more information on the procedure, thank you",Ask information,Accommodation,56,62,location,Ask information_Accommodation
174,"Hi, I need to request a refund for the flight of the 30/03/2015 form Frankfurt to Westerland, can you provide me with the information about the documentation you need for the refund? Thank you, Karolina",Refund,Refund travel,66,71,location,Refund_Refund travel
174,"Hi, I need to request a refund for the flight of the 30/03/2015 form Frankfurt to Westerland, can you provide me with the information about the documentation you need for the refund? Thank you, Karolina",Refund,Refund travel,75,85,date_travel,Refund_Refund travel
174,"Hi, I need to request a refund for the flight of the 30/03/2015 form Frankfurt to Westerland, can you provide me with the information about the documentation you need for the refund? Thank you, Karolina",Refund,Refund travel,82,111,reason_of_change,Refund_Refund travel
175,"Goodmorning, I would like to have some clarification on the difference in pay salary with respect to my colleagues. It seems that this difference is due to gender diversity and affect other females colleagues for a difference of nearly 26.3% with respect to the male one. Thank you. Elizabeth",Salary,Gender pay gap,32,47,date,Salary_Gender pay gap
176,"Goodmorning I need to request some weeks off due the illness problems of one of my relative, I would need some time to assist during this period. Thank you",Life event,Personal issues,198,216,date,Life event_Personal issues
177,"Dear HR office, I would like to understand why there is a salary gap with respect to my male collegues. It is not fair, why my male collegues should earn more? To be more precise I compared the salaries and there is a gap of 18.1 % that is huge. Looking forward to your feedback. Regards, Anastasie.",Salary,Gender pay gap,58,68,date_start_absence,Salary_Gender pay gap
178,"Dear HR office, I would like to ask a travel refound for the plane ticket from Cuneo to Trapani of 21/09/2016. The amount is 95.8 €. I have attached the receipt to this ticket. Best regards, Elena Fornaciari",Refund,Refund travel,128,134,number_of_days,Refund_Refund travel
178,"Dear HR office, I would like to ask a travel refound for the plane ticket from Cuneo to Trapani of 21/09/2016. The amount is 95.8 €. I have attached the receipt to this ticket. Best regards, Elena Fornaciari",Refund,Refund travel,119,121,increase_in_percentage,Refund_Refund travel
178,"Dear HR office, I would like to ask a travel refound for the plane ticket from Cuneo to Trapani of 21/09/2016. The amount is 95.8 €. I have attached the receipt to this ticket. Best regards, Elena Fornaciari",Refund,Refund travel,42,75,work_title,Refund_Refund travel
179,"Dear HR office, I would like to ask the next week off due to personal issues. Regards,Irma",Life event,Personal issues,153,165,salary,Life event_Personal issues
180,"Dear HR ticket, I would like to describe you a very unpleasant situation. I have some problem with my superior who doesn't let me express freely and does not trust me. I have no idea on how I can advance in my carrer. In this situation I will be stuck in this entry-level position forever. Hope to solve this issue with your help. Best regards, Renee Foucher",Complaint,complaint,169,181,salary,Complaint_complaint
180,"Dear HR ticket, I would like to describe you a very unpleasant situation. I have some problem with my superior who doesn't let me express freely and does not trust me. I have no idea on how I can advance in my carrer. In this situation I will be stuck in this entry-level position forever. Hope to solve this issue with your help. Best regards, Renee Foucher",Complaint,complaint,87,137,description_life_event,Complaint_complaint
181,"Dear HR office, I would like to ask for 4 days of sick leave since I need a medial consultation. The start date will be on 15/02/2022. Regards, Jules Hoarau.",Life event,Health issues,134,136,increase_in_percentage,Life event_Health issues
181,"Dear HR office, I would like to ask for 4 days of sick leave since I need a medial consultation. The start date will be on 15/02/2022. Regards, Jules Hoarau.",Life event,Health issues,170,213,complaint,Life event_Health issues
181,"Dear HR office, I would like to ask for 4 days of sick leave since I need a medial consultation. The start date will be on 15/02/2022. Regards, Jules Hoarau.",Life event,Health issues,64,75,to_who,Life event_Health issues
182,"Dear HR office, I need a timetable change for the day 06/05/22. In particular, I have to vote for the local election and I would like to ask if it is possible to change it with the shift of the 9th of May. Best regards, Pomponio Schicci",Timetable change,Shift change,158,169,to_who,Timetable change_Shift change
182,"Dear HR office, I need a timetable change for the day 06/05/22. In particular, I have to vote for the local election and I would like to ask if it is possible to change it with the shift of the 9th of May. Best regards, Pomponio Schicci",Timetable change,Shift change,40,44,location,Timetable change_Shift change
183,"Dear HR office, I would like to ask some information about the accomodation in Jersey City. I will be there for 6 months and I was thinking if you have some help to fine temporary accomodation. Thanks in advance for your availability. Best regards, Thomas",Ask information,Accommodation,219,227,duration,Ask information_Accommodation
183,"Dear HR office, I would like to ask some information about the accomodation in Jersey City. I will be there for 6 months and I was thinking if you have some help to fine temporary accomodation. Thanks in advance for your availability. Best regards, Thomas",Ask information,Accommodation,202,230,description_life_event,Ask information_Accommodation
184,"Dear HR office, I need a timetable change for the day 09/12/2022 since I have to bring my father to the hospital. I would like to ask if it is possible to change it with the shift of the 12th of December. Best regards, Elizabeth",Timetable change,Shift change,46,58,date_start_absence,Timetable change_Shift change
184,"Dear HR office, I need a timetable change for the day 09/12/2022 since I have to bring my father to the hospital. I would like to ask if it is possible to change it with the shift of the 12th of December. Best regards, Elizabeth",Timetable change,Shift change,177,185,number_of_days,Timetable change_Shift change
184,"Dear HR office, I need a timetable change for the day 09/12/2022 since I have to bring my father to the hospital. I would like to ask if it is possible to change it with the shift of the 12th of December. Best regards, Elizabeth",Timetable change,Shift change,447,462,date_start_absence,Timetable change_Shift change
185,"Dear HR office, I would like to ask some information about accomodation in Brandon. I will be there for one year and I was thinking if you have some help to fine temporary accomodation. Thanks in advance for your availability. Best regards, Richard Martin",Ask information,Accommodation,14,47,reason,Ask information_Accommodation
186,"Dear HR office, I have to disclose you a very unpleasant situation that happended in the office. I was harrased by a colleague during working hour. I hope that you can help me find a way out of this situation. Best regards, Anrfried Ring",Complaint,complaint,228,245,reason,Complaint_complaint
186,"Dear HR office, I have to disclose you a very unpleasant situation that happended in the office. I was harrased by a colleague during working hour. I hope that you can help me find a way out of this situation. Best regards, Anrfried Ring",Complaint,complaint,430,436,number_of_days,Complaint_complaint
188,"Hi,
I need a couple of hour free to attend to the graduation of my daughter on next Wednesday from 14:00 to 16:00. 
I need to join this event and will not be able to reach the All Hands meeting at 15:00. 
Thanks in advance. 
Antalo Christoph",Life event,Personal issues,260,269,location,Life event_Personal issues
189,"Hi,
There was a little party organized last Friday to celebrate the new version released for customers. It has been organized by Mr Toto AZERTY, and all the team was invited except me. I have worked on the topic for the last month and I was clearly involved on the project, but I was not included to the party. I think this is due to my nationality (I am from Brazil), because all other team members , from different countries were invited (France, Italy, Belgium, Spain)

Ennio Juvara",Complaint,complaint,273,281,location,Complaint_complaint
190,"Hello,
I want to request a salary raise of 7% (from 58500€ to 62600€). Actually I had no salary raise for 3 years, and after a discussion with some colleagues, it appears that some of them get a salary raise in their side.
My previous manager told me that there was not enough remuneration package for the team during last years, and that I will be the next one to get the salary increase for this year. Unfortunately, my manager has changed end of last year, and he did not apply the decision from previous manager, and I get the minimal increase of 1,2% which is unfair.
I expect to fill the gape and to get the 7% increase as discussed previously. 
Thanks 

Marcelo Vizcaino",Salary,Salary raise,283,320,airport,Salary_Salary raise
190,"Hello,
I want to request a salary raise of 7% (from 58500€ to 62600€). Actually I had no salary raise for 3 years, and after a discussion with some colleagues, it appears that some of them get a salary raise in their side.
My previous manager told me that there was not enough remuneration package for the team during last years, and that I will be the next one to get the salary increase for this year. Unfortunately, my manager has changed end of last year, and he did not apply the decision from previous manager, and I get the minimal increase of 1,2% which is unfair.
I expect to fill the gape and to get the 7% increase as discussed previously. 
Thanks 

Marcelo Vizcaino",Salary,Salary raise,87,99,date_travel,Salary_Salary raise
190,"Hello,
I want to request a salary raise of 7% (from 58500€ to 62600€). Actually I had no salary raise for 3 years, and after a discussion with some colleagues, it appears that some of them get a salary raise in their side.
My previous manager told me that there was not enough remuneration package for the team during last years, and that I will be the next one to get the salary increase for this year. Unfortunately, my manager has changed end of last year, and he did not apply the decision from previous manager, and I get the minimal increase of 1,2% which is unfair.
I expect to fill the gape and to get the 7% increase as discussed previously. 
Thanks 

Marcelo Vizcaino",Salary,Salary raise,242,254,date_travel,Salary_Salary raise
190,"Hello,
I want to request a salary raise of 7% (from 58500€ to 62600€). Actually I had no salary raise for 3 years, and after a discussion with some colleagues, it appears that some of them get a salary raise in their side.
My previous manager told me that there was not enough remuneration package for the team during last years, and that I will be the next one to get the salary increase for this year. Unfortunately, my manager has changed end of last year, and he did not apply the decision from previous manager, and I get the minimal increase of 1,2% which is unfair.
I expect to fill the gape and to get the 7% increase as discussed previously. 
Thanks 

Marcelo Vizcaino",Salary,Salary raise,410,422,date_start_absence,Salary_Salary raise
190,"Hello,
I want to request a salary raise of 7% (from 58500€ to 62600€). Actually I had no salary raise for 3 years, and after a discussion with some colleagues, it appears that some of them get a salary raise in their side.
My previous manager told me that there was not enough remuneration package for the team during last years, and that I will be the next one to get the salary increase for this year. Unfortunately, my manager has changed end of last year, and he did not apply the decision from previous manager, and I get the minimal increase of 1,2% which is unfair.
I expect to fill the gape and to get the 7% increase as discussed previously. 
Thanks 

Marcelo Vizcaino",Salary,Salary raise,172,202,reason,Salary_Salary raise
191,"Dear all,

this is a very sensitive topic and please treat it confidentially. Please consider this as a formal complaint. 
My manager is not behaving fairly in treating the people in the team. A collegue in particular is getting a lot of interests and favors from our manager and it is challenging for me to understand the reasons. 

I can provide real examples if you believe are necessary.

Thanks in advance for your advices and support. best regards,
Veronica",Complaint,complaint,394,400,number_of_days,Complaint_complaint
191,"Dear all,

this is a very sensitive topic and please treat it confidentially. Please consider this as a formal complaint. 
My manager is not behaving fairly in treating the people in the team. A collegue in particular is getting a lot of interests and favors from our manager and it is challenging for me to understand the reasons. 

I can provide real examples if you believe are necessary.

Thanks in advance for your advices and support. best regards,
Veronica",Complaint,complaint,75,97,description_life_event,Complaint_complaint
191,"Dear all,

this is a very sensitive topic and please treat it confidentially. Please consider this as a formal complaint. 
My manager is not behaving fairly in treating the people in the team. A collegue in particular is getting a lot of interests and favors from our manager and it is challenging for me to understand the reasons. 

I can provide real examples if you believe are necessary.

Thanks in advance for your advices and support. best regards,
Veronica",Complaint,complaint,4,26,description_life_event,Complaint_complaint
192,"Dear all,

I would like to get a refund for my flight on 10/07/2021 (Barcelona-Amman) . I got COVID and I could not travel. 

Thanks and best,
Faustino",Refund,Refund travel,62,105,description_life_event,Refund_Refund travel
192,"Dear all,

I would like to get a refund for my flight on 10/07/2021 (Barcelona-Amman) . I got COVID and I could not travel. 

Thanks and best,
Faustino",Refund,Refund travel,29,81,description_life_event,Refund_Refund travel
192,"Dear all,

I would like to get a refund for my flight on 10/07/2021 (Barcelona-Amman) . I got COVID and I could not travel. 

Thanks and best,
Faustino",Refund,Refund travel,98,104,location,Refund_Refund travel
193,"Dear all,

is your guest house in Hildesheim available for renting? I would be interested to rent it for one year.

Thanks,
Fatih Pruschke",Ask information,Accommodation,134,142,duration,Ask information_Accommodation
193,"Dear all,

is your guest house in Hildesheim available for renting? I would be interested to rent it for one year.

Thanks,
Fatih Pruschke",Ask information,Accommodation,82,88,location,Ask information_Accommodation
194,"Dear HR,

from the salary figures in our team there is a ~50% gender pay gap. This situation is creating a lot of tension. Can you please explain the reasons for such a gap? 

Best regards,
Nicole",Salary,Gender pay gap,92,101,location,Salary_Gender pay gap
195,"Dear John,

for personal reasons I would need to take some time off to be close to my partner that is currently pregnant. Would that be ok for you? 

Thanks and best, 
Arnaude",Life event,Personal issues,122,132,date_travel,Life event_Personal issues
196,"Hello, I recently realized that there is moer than 10% pay gap between me and my male colleagues who have the same tier T2. Could you please provide me an explanation about the reasons of this salary difference?  Best regards, Annette",Salary,Gender pay gap,87,123,complaint,Salary_Gender pay gap
197,"Dear sir/madam, I'm Audrey Ferreria from the development department. I have been in the company since 5 years, and as I learned recently, I am being paid at least 20% less compared to my male colleagues. I would like to request an explanation for this gender pay gap, and in the case of the lack of an explanation, I would request a fair improvement to my salary as soon as possible.  Best regards, Audrey",Salary,Gender pay gap,49,61,to_who,Salary_Gender pay gap
198,"Hello, I would like to request 3 days off next week, due to a family reunion that I have to attend. Thank you, Maggie",Life event,Personal issues,132,137,wage_gap,Life event_Personal issues
199,"Hello, As part of my business trip, I had a flight from Milano to Dubai on 18/11/2015. Could you please initiate the process to refund me for this trip? Best regards, Ottavio. ",Refund,Refund travel,59,105,description_life_event,Refund_Refund travel
199,"Hello, As part of my business trip, I had a flight from Milano to Dubai on 18/11/2015. Could you please initiate the process to refund me for this trip? Best regards, Ottavio. ",Refund,Refund travel,114,122,location,Refund_Refund travel
199,"Hello, As part of my business trip, I had a flight from Milano to Dubai on 18/11/2015. Could you please initiate the process to refund me for this trip? Best regards, Ottavio. ",Refund,Refund travel,126,133,location,Refund_Refund travel
200,"Hello, I have my daily shift on Monday, July 11. However, that day corresponds to a festive day for my religion, and I wanted to take the day off instead. Would it be possible to change my shift to Wednesday, July 20? Thanks, Gottlab Bloch",Timetable change,Shift change,135,175,airport,Timetable change_Shift change
200,"Hello, I have my daily shift on Monday, July 11. However, that day corresponds to a festive day for my religion, and I wanted to take the day off instead. Would it be possible to change my shift to Wednesday, July 20? Thanks, Gottlab Bloch",Timetable change,Shift change,87,108,date_travel,Timetable change_Shift change
200,"Hello, I have my daily shift on Monday, July 11. However, that day corresponds to a festive day for my religion, and I wanted to take the day off instead. Would it be possible to change my shift to Wednesday, July 20? Thanks, Gottlab Bloch",Timetable change,Shift change,41,74,description_life_event,Timetable change_Shift change
201,"Hello, I wanted to inform you that I have been sick since 18/11/2015. As my doctor suggests, I want to request a sick leave for 8 days starting from the 18th. Thanks, Julien.",Life event,Health issues,47,52,wage_gap,Life event_Health issues
201,"Hello, I wanted to inform you that I have been sick since 18/11/2015. As my doctor suggests, I want to request a sick leave for 8 days starting from the 18th. Thanks, Julien.",Life event,Health issues,101,125,reason_of_change,Life event_Health issues
202,"Hello, I am Antoine Sauvage and I work as a customer service representative. I would like to request a salary raise of 5%, that could raise my salary of 39.100 Euros to 41.100 Euros. I believe that this raise should be feasible and fair for my position. Thanks, Antoine.",Salary,Salary raise,53,78,date,Salary_Salary raise
202,"Hello, I am Antoine Sauvage and I work as a customer service representative. I would like to request a salary raise of 5%, that could raise my salary of 39.100 Euros to 41.100 Euros. I believe that this raise should be feasible and fair for my position. Thanks, Antoine.",Salary,Salary raise,20,29,location,Salary_Salary raise
202,"Hello, I am Antoine Sauvage and I work as a customer service representative. I would like to request a salary raise of 5%, that could raise my salary of 39.100 Euros to 41.100 Euros. I believe that this raise should be feasible and fair for my position. Thanks, Antoine.",Salary,Salary raise,34,43,duration,Salary_Salary raise
202,"Hello, I am Antoine Sauvage and I work as a customer service representative. I would like to request a salary raise of 5%, that could raise my salary of 39.100 Euros to 41.100 Euros. I believe that this raise should be feasible and fair for my position. Thanks, Antoine.",Salary,Salary raise,198,200,increase_in_percentage,Salary_Salary raise
203,"Hello, Recently I have been in the process of a divorce, and in order to deal with the reconciliation with my spouse after the separation, I would like to request 5 days off for next week. Thanks and regards, Florentine.  ",Life event,Personal issues,23,55,work_title,Life event_Personal issues
204,"Dear Colleagues,

Due to my implication for our company and the work provided in the past years i'd like to request a salary raise of 5%. 
Please let me know if you need further information.

Best Regards,
Zach",Salary,Salary raise,219,224,salary,Salary_Salary raise
205,"Dear HR,

I would like to report a situation that happened with a colleague during a meeting and fill in an official complaint. 
Last Tuesday (October  25th) a colleague made a joke about the clothes I was wearing which made me feel uncomfortable in front of the whole team.
This was not a one time event and when i talked to him about this he didn't take me seriously.
Can you assist me in handling this situation ?

Thanks in advance for your help,
Best Regards,

Helge
 ",Complaint,complaint,228,239,salary,Complaint_complaint
205,"Dear HR,

I would like to report a situation that happened with a colleague during a meeting and fill in an official complaint. 
Last Tuesday (October  25th) a colleague made a joke about the clothes I was wearing which made me feel uncomfortable in front of the whole team.
This was not a one time event and when i talked to him about this he didn't take me seriously.
Can you assist me in handling this situation ?

Thanks in advance for your help,
Best Regards,

Helge
 ",Complaint,complaint,69,130,description_life_event,Complaint_complaint
205,"Dear HR,

I would like to report a situation that happened with a colleague during a meeting and fill in an official complaint. 
Last Tuesday (October  25th) a colleague made a joke about the clothes I was wearing which made me feel uncomfortable in front of the whole team.
This was not a one time event and when i talked to him about this he didn't take me seriously.
Can you assist me in handling this situation ?

Thanks in advance for your help,
Best Regards,

Helge
 ",Complaint,complaint,61,71,location,Complaint_complaint
207,"Hi John,  I'm taking up a fellowship at Waco. I've been trying to check for some good accomdation in the location from here virtually, however, I'm unable to finalize them. Since this project is expected to complete in 6 months' timeframe, is it possible that I could share the apartment that you're currently renting, provided the landlord and the laws allow it. I'd happy to share expenses of the apartment and help in upkeeping the place to the best. Awaiting to hear your thoughts! Regards, William Allen",Ask information,Accommodation,21,33,description_life_event,Ask information_Accommodation
207,"Hi John,  I'm taking up a fellowship at Waco. I've been trying to check for some good accomdation in the location from here virtually, however, I'm unable to finalize them. Since this project is expected to complete in 6 months' timeframe, is it possible that I could share the apartment that you're currently renting, provided the landlord and the laws allow it. I'd happy to share expenses of the apartment and help in upkeeping the place to the best. Awaiting to hear your thoughts! Regards, William Allen",Ask information,Accommodation,174,205,complaint,Ask information_Accommodation
